"RegionName","RegionCode","AvailableZoneCount","Zones","PhysicalMapping","ZoneRedundancy","SubscriptionName","SubscriptionId"
"East US","eastus","0","None","Mapped to separate physical data centers in East US region","Each zone has independent power, cooling, and networking","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"South Central US","southcentralus","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"West US 2","westus2","0","None","Mapped to separate physical data centers in West US 2 region","Each zone has independent power, cooling, and networking","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"West US 3","westus3","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Australia East","australiaeast","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Southeast Asia","southeastasia","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"North Europe","northeurope","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Sweden Central","swedencentral","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"UK South","uksouth","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"West Europe","westeurope","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Central US","centralus","0","None","Mapped to separate physical data centers in Central US region","Each zone has independent power, cooling, and networking","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"South Africa North","southafricanorth","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Central India","centralindia","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"East Asia","eastasia","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Indonesia Central","indonesiacentral","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Japan East","japaneast","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Japan West","japanwest","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Korea Central","koreacentral","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"New Zealand North","newzealandnorth","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Canada Central","canadacentral","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"France Central","francecentral","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Germany West Central","germanywestcentral","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Italy North","italynorth","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Norway East","norwayeast","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Poland Central","polandcentral","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Spain Central","spaincentral","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Switzerland North","switzerlandnorth","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Mexico Central","mexicocentral","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"UAE North","uaenorth","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Brazil South","brazilsouth","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Israel Central","israelcentral","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Qatar Central","qatarcentral","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Central US (Stage)","centralusstage","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"East US 2 (Stage)","eastus2stage","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"North Central US (Stage)","northcentralusstage","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"West US (Stage)","westusstage","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Asia","asia","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Asia Pacific","asiapacific","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Australia","australia","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Brazil","brazil","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Canada","canada","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Europe","europe","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"France","france","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Germany","germany","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Global","global","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"India","india","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Israel","israel","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Italy","italy","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Japan","japan","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Korea","korea","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"New Zealand","newzealand","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Norway","norway","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Poland","poland","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Qatar","qatar","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Singapore","singapore","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"South Africa","southafrica","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Sweden","sweden","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Switzerland","switzerland","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"United States","unitedstates","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"East Asia (Stage)","eastasiastage","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"East US 2","eastus2","0","None","Mapped to separate physical data centers in East US 2 region","Each zone has independent power, cooling, and networking","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"East US STG","eastusstg","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"North Central US","northcentralus","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"West US","westus","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Jio India West","jioindiawest","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Central US EUAP","centraluseuap","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"East US 2 EUAP","eastus2euap","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"South Central US STG","southcentralusstg","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"West Central US","westcentralus","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"South Africa West","southafricawest","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Australia Central","australiacentral","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Australia Central 2","australiacentral2","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Australia Southeast","australiasoutheast","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Jio India Central","jioindiacentral","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Korea South","koreasouth","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"South India","southindia","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"West India","westindia","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Canada East","canadaeast","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"France South","francesouth","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Germany North","germanynorth","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Norway West","norwaywest","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Switzerland West","switzerlandwest","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"UK West","ukwest","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"UAE Central","uaecentral","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"Brazil Southeast","brazilsoutheast","0","None","No AZ information available for this region","N/A","ALZ-A2","905dcad2-8ab5-4130-8f48-5813c4e672ca"
"East US","eastus","0","None","Mapped to separate physical data centers in East US region","Each zone has independent power, cooling, and networking","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"South Central US","southcentralus","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"West US 2","westus2","0","None","Mapped to separate physical data centers in West US 2 region","Each zone has independent power, cooling, and networking","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"West US 3","westus3","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Australia East","australiaeast","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Southeast Asia","southeastasia","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"North Europe","northeurope","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Sweden Central","swedencentral","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"UK South","uksouth","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"West Europe","westeurope","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Central US","centralus","0","None","Mapped to separate physical data centers in Central US region","Each zone has independent power, cooling, and networking","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"South Africa North","southafricanorth","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Central India","centralindia","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"East Asia","eastasia","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Indonesia Central","indonesiacentral","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Japan East","japaneast","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Japan West","japanwest","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Korea Central","koreacentral","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"New Zealand North","newzealandnorth","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Canada Central","canadacentral","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"France Central","francecentral","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Germany West Central","germanywestcentral","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Italy North","italynorth","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Norway East","norwayeast","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Poland Central","polandcentral","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Spain Central","spaincentral","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Switzerland North","switzerlandnorth","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Mexico Central","mexicocentral","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"UAE North","uaenorth","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Brazil South","brazilsouth","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Israel Central","israelcentral","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Qatar Central","qatarcentral","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Central US (Stage)","centralusstage","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"East US 2 (Stage)","eastus2stage","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"North Central US (Stage)","northcentralusstage","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"West US (Stage)","westusstage","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Asia","asia","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Asia Pacific","asiapacific","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Australia","australia","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Brazil","brazil","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Canada","canada","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Europe","europe","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"France","france","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Germany","germany","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Global","global","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"India","india","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Israel","israel","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Italy","italy","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Japan","japan","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Korea","korea","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"New Zealand","newzealand","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Norway","norway","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Poland","poland","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Qatar","qatar","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Singapore","singapore","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"South Africa","southafrica","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Sweden","sweden","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Switzerland","switzerland","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"United States","unitedstates","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"East Asia (Stage)","eastasiastage","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"East US 2","eastus2","0","None","Mapped to separate physical data centers in East US 2 region","Each zone has independent power, cooling, and networking","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"East US STG","eastusstg","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"North Central US","northcentralus","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"West US","westus","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Jio India West","jioindiawest","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Central US EUAP","centraluseuap","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"East US 2 EUAP","eastus2euap","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"South Central US STG","southcentralusstg","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"West Central US","westcentralus","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"South Africa West","southafricawest","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Australia Central","australiacentral","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Australia Central 2","australiacentral2","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Australia Southeast","australiasoutheast","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Jio India Central","jioindiacentral","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Korea South","koreasouth","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"South India","southindia","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"West India","westindia","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Canada East","canadaeast","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"France South","francesouth","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Germany North","germanynorth","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Norway West","norwaywest","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Switzerland West","switzerlandwest","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"UK West","ukwest","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"UAE Central","uaecentral","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"Brazil Southeast","brazilsoutheast","0","None","No AZ information available for this region","N/A","ALZ-Connectivity","414814b2-f19d-4cfd-91e3-c73953842b01"
"East US","eastus","0","None","Mapped to separate physical data centers in East US region","Each zone has independent power, cooling, and networking","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"South Central US","southcentralus","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"West US 2","westus2","0","None","Mapped to separate physical data centers in West US 2 region","Each zone has independent power, cooling, and networking","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"West US 3","westus3","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Australia East","australiaeast","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Southeast Asia","southeastasia","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"North Europe","northeurope","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Sweden Central","swedencentral","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"UK South","uksouth","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"West Europe","westeurope","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Central US","centralus","0","None","Mapped to separate physical data centers in Central US region","Each zone has independent power, cooling, and networking","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"South Africa North","southafricanorth","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Central India","centralindia","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"East Asia","eastasia","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Indonesia Central","indonesiacentral","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Japan East","japaneast","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Japan West","japanwest","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Korea Central","koreacentral","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"New Zealand North","newzealandnorth","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Canada Central","canadacentral","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"France Central","francecentral","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Germany West Central","germanywestcentral","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Italy North","italynorth","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Norway East","norwayeast","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Poland Central","polandcentral","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Spain Central","spaincentral","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Switzerland North","switzerlandnorth","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Mexico Central","mexicocentral","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"UAE North","uaenorth","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Brazil South","brazilsouth","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Israel Central","israelcentral","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Qatar Central","qatarcentral","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Central US (Stage)","centralusstage","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
