"RegionName","RegionCode","AvailableZoneCount","Zones","PhysicalMapping","ZoneRedundancy","SubscriptionName","SubscriptionId"
"South Africa West","southafricawest","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Australia Central","australiacentral","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Australia Central 2","australiacentral2","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Australia Southeast","australiasoutheast","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Jio India Central","jioindiacentral","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Korea South","koreasouth","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"South India","southindia","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"West India","westindia","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Canada East","canadaeast","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"France South","francesouth","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Germany North","germanynorth","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Norway West","norwaywest","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Switzerland West","switzerlandwest","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"UK West","ukwest","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"UAE Central","uaecentral","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Brazil Southeast","brazilsoutheast","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"East US","eastus","0","None","Mapped to separate physical data centers in East US region","Each zone has independent power, cooling, and networking","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"South Central US","southcentralus","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"West US 2","westus2","0","None","Mapped to separate physical data centers in West US 2 region","Each zone has independent power, cooling, and networking","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"West US 3","westus3","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Australia East","australiaeast","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Southeast Asia","southeastasia","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"North Europe","northeurope","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Sweden Central","swedencentral","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"UK South","uksouth","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"West Europe","westeurope","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Central US","centralus","0","None","Mapped to separate physical data centers in Central US region","Each zone has independent power, cooling, and networking","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"South Africa North","southafricanorth","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Central India","centralindia","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"East Asia","eastasia","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Indonesia Central","indonesiacentral","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Japan East","japaneast","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Japan West","japanwest","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Korea Central","koreacentral","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"New Zealand North","newzealandnorth","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Canada Central","canadacentral","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"France Central","francecentral","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Germany West Central","germanywestcentral","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Italy North","italynorth","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Norway East","norwayeast","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Poland Central","polandcentral","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Spain Central","spaincentral","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Switzerland North","switzerlandnorth","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Mexico Central","mexicocentral","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"UAE North","uaenorth","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Brazil South","brazilsouth","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Israel Central","israelcentral","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Qatar Central","qatarcentral","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Central US (Stage)","centralusstage","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"East US 2 (Stage)","eastus2stage","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"North Central US (Stage)","northcentralusstage","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"West US (Stage)","westusstage","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Asia","asia","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Asia Pacific","asiapacific","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Australia","australia","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Brazil","brazil","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Canada","canada","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Europe","europe","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"France","france","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Germany","germany","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Global","global","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"India","india","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Israel","israel","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Italy","italy","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Japan","japan","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Korea","korea","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"New Zealand","newzealand","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Norway","norway","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Poland","poland","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Qatar","qatar","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Singapore","singapore","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"South Africa","southafrica","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Sweden","sweden","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Switzerland","switzerland","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"United States","unitedstates","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"East Asia (Stage)","eastasiastage","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"East US 2","eastus2","0","None","Mapped to separate physical data centers in East US 2 region","Each zone has independent power, cooling, and networking","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"East US STG","eastusstg","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"North Central US","northcentralus","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"West US","westus","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Jio India West","jioindiawest","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"Central US EUAP","centraluseuap","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"East US 2 EUAP","eastus2euap","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
"South Central US STG","southcentralusstg","0","None","No AZ information available for this region","N/A","AVD","cb38ca72-3c1a-49c3-aeff-7a659db7110c"
